fecha,temperatura_maxima,temperatura_minima,estacion_oaci_id
2019-11-16,25.2,18.2,SABE
2019-11-15,26.0,19.8,SABE
2019-11-14,30.2,20.3,SABE
2019-11-13,27.0,20.4,SABE
2019-11-12,25.0,18.8,SABE
2019-11-11,23.1,17.8,SABE
2019-11-10,22.4,17.5,SABE
2019-11-09,23.4,18.4,SABE
2019-11-08,22.2,15.2,SABE
2019-11-07,31.0,18.2,SABE
2019-11-06,25.5,18.8,SABE
2019-11-05,23.5,14.3,SABE
2019-11-04,22.5,18.5,SABE
2019-11-03,23.0,12.2,SABE
2019-11-02,27.8,20.3,SABE
2019-11-01,22.2,16.8,SABE
2019-10-31,22.1,14.8,SABE
2019-10-30,22.5,15.2,SABE
2019-10-29,20.0,13.8,SABE
2019-10-28,23.0,16.9,SABE
2019-10-27,26.0,19.8,SABE
2019-10-26,28.6,18.1,SABE
2019-10-25,29.5,16.8,SABE
2019-10-24,26.5,12.6,SABE
2019-10-23,22.2,12.7,SABE
2019-10-22,22.5,12.4,SABE
2019-10-21,17.6,13.4,SABE
2019-10-20,16.7,13.8,SABE
2019-10-19,21.0,12.8,SABE
2019-10-18,24.0,13.7,SABE
2019-10-17,19.2,15.6,SABE
2019-10-16,16.5,11.8,SABE
2019-10-15,15.3,9.6,SABE
2019-10-14,13.5,8.8,SABE
2019-10-13,20.0,13.3,SABE
2019-10-12,21.9,16.6,SABE
2019-10-11,22.6,18.3,SABE
2019-10-10,25.6,17.4,SABE
2019-10-09,23.1,15.0,SABE
2019-10-08,26.5,14.3,SABE
2019-10-07,25.4,12.9,SABE
2019-10-06,19.5,11.8,SABE
2019-10-05,19.2,10.8,SABE
2019-10-04,15.0,12.0,SABE
2019-10-03,13.6,7.8,SABE
2019-10-02,17.0,10.3,SABE
2019-10-01,20.2,11.9,SABE
2019-09-30,24.2,18.3,SABE
2019-09-29,23.3,15.3,SABE
2019-09-28,21.0,13.4,SABE
2019-09-27,17.5,13.3,SABE
2019-09-26,23.9,15.2,SABE
2019-09-25,30.7,15.3,SABE
2019-09-24,20.5,11.4,SABE
2019-09-23,17.8,10.9,SABE
2019-09-22,19.0,9.3,SABE
2019-09-21,24.4,10.3,SABE
2019-09-20,21.0,7.3,SABE
2019-09-19,19.1,13.3,SABE
2019-09-18,17.9,13.2,SABE
2019-09-17,23.7,10.2,SABE
2019-09-16,20.0,12.3,SABE
2019-09-15,19.0,13.4,SABE
2019-09-14,18.0,12.2,SABE
2019-09-13,15.7,10.7,SABE
2019-09-12,15.8,8.4,SABE
2019-09-11,15.5,11.0,SABE
2019-09-10,16.2,11.3,SABE
2019-09-09,14.3,12.2,SABE
2019-09-08,16.7,11.8,SABE
2019-09-07,18.9,12.3,SABE
2019-09-06,14.8,8.8,SABE
2019-09-05,11.0,7.3,SABE
2019-09-04,12.6,4.8,SABE
2019-09-03,13.5,4.0,SABE
2019-09-02,16.5,7.6,SABE
2019-09-01,15.0,7.3,SABE
2019-08-31,19.6,10.0,SABE
2019-08-30,17.0,12.8,SABE
2019-08-29,22.7,16.3,SABE
2019-08-28,22.0,15.6,SABE
2019-08-27,20.5,13.8,SABE
2019-08-26,18.5,13.3,SABE
2019-08-25,15.8,11.9,SABE
2019-08-24,16.5,11.0,SABE
2019-08-23,15.8,7.5,SABE
2019-08-22,13.0,9.4,SABE
2019-08-21,11.3,7.5,SABE
2019-08-20,10.2,6.1,SABE
2019-08-19,8.6,3.8,SABE
2019-08-18,14.3,7.3,SABE
2019-08-17,17.0,11.8,SABE
2019-08-16,17.2,11.2,SABE
2019-08-15,13.5,9.1,SABE
2019-08-14,10.5,2.5,SABE
2019-08-13,10.5,2.6,SABE
2019-08-12,13.5,9.2,SABE
2019-08-11,16.0,7.7,SABE
2019-08-10,16.5,5.6,SABE
2019-08-09,11.4,7.8,SABE
2019-08-08,14.5,10.9,SABE
2019-08-07,16.5,11.0,SABE
2019-08-06,20.4,10.8,SABE
2019-08-05,16.3,8.3,SABE
2019-08-04,16.5,7.3,SABE
2019-08-03,16.3,7.2,SABE
2019-08-02,15.3,7.8,SABE
2019-08-01,18.0,12.3,SABE
2019-07-31,20.0,10.8,SABE
2019-07-30,15.4,9.0,SABE
2019-07-29,14.0,11.2,SABE
2019-07-28,14.8,9.2,SABE
2019-07-27,14.5,8.3,SABE
2019-07-26,14.2,10.6,SABE
2019-07-25,12.9,9.1,SABE
2019-07-24,13.5,7.3,SABE
2019-07-23,12.9,9.5,SABE
2019-07-22,15.6,10.4,SABE
2019-07-21,26.0,13.6,SABE
2019-07-20,17.5,12.8,SABE
2019-07-19,17.0,10.9,SABE
2019-07-18,15.0,11.4,SABE
2019-07-17,15.6,10.1,SABE
2019-07-16,14.8,6.6,SABE
2019-07-15,17.2,9.5,SABE
2019-07-14,11.6,6.0,SABE
2019-07-13,14.0,6.8,SABE
2019-07-12,17.1,12.5,SABE
2019-07-11,16.6,9.8,SABE
2019-07-10,15.2,11.2,SABE
2019-07-09,14.0,10.3,SABE
2019-07-08,11.9,7.1,SABE
2019-07-07,12.0,4.2,SABE
2019-07-06,11.2,2.8,SABE
2019-07-05,10.0,2.2,SABE
2019-07-04,10.0,5.0,SABE
2019-07-03,12.0,5.0,SABE
2019-07-02,15.1,8.2,SABE
2019-07-01,13.0,4.6,SABE
2019-06-30,13.0,9.0,SABE
2019-06-29,14.2,12.3,SABE
2019-06-28,14.9,11.9,SABE
2019-06-27,14.2,7.4,SABE
2019-06-26,14.1,5.7,SABE
2019-06-25,15.7,8.0,SABE
2019-06-24,17.2,11.1,SABE
2019-06-23,21.5,15.2,SABE
2019-06-22,18.5,15.0,SABE
2019-06-21,16.0,12.9,SABE
2019-06-20,15.0,7.3,SABE
2019-06-19,17.3,11.1,SABE
2019-06-18,14.9,10.6,SABE
2019-06-17,17.0,13.7,SABE
2019-06-16,16.9,13.5,SABE
2019-06-15,14.5,11.3,SABE
2019-06-14,19.0,12.8,SABE
2019-06-13,19.7,15.2,SABE
2019-06-12,22.5,15.6,SABE
2019-06-11,17.0,13.0,SABE
2019-06-10,17.9,15.3,SABE
2019-06-09,18.0,9.3,SABE
2019-06-08,19.8,9.8,SABE
2019-06-07,18.1,13.0,SABE
2019-06-06,19.4,14.7,SABE
2019-06-05,18.3,13.3,SABE
2019-06-04,18.5,13.4,SABE
2019-06-03,20.5,12.9,SABE
2019-06-02,20.0,10.7,SABE
2019-06-01,17.7,13.5,SABE
2019-05-31,16.0,11.3,SABE
2019-05-30,14.0,10.8,SABE
2019-05-29,14.0,9.3,SABE
2019-05-28,16.8,11.6,SABE
2019-05-27,19.0,14.3,SABE
2019-05-26,17.6,13.1,SABE
2019-05-25,18.4,10.3,SABE
2019-05-24,20.2,8.8,SABE
2019-05-23,17.8,9.6,SABE
2019-05-22,16.9,10.4,SABE
2019-05-21,16.5,12.7,SABE
2019-05-20,17.2,13.3,SABE
2019-05-19,20.1,13.3,SABE
2019-05-18,23.5,17.0,SABE
2019-05-17,21.6,16.9,SABE
2019-05-16,21.9,14.3,SABE
2019-05-15,18.1,13.8,SABE
2019-05-14,16.0,11.1,SABE
2019-05-13,23.2,13.5,SABE
2019-05-12,22.2,11.6,SABE
2019-05-11,20.0,10.8,SABE
2019-05-10,18.2,14.7,SABE
2019-05-09,19.6,15.5,SABE
2019-05-08,18.6,15.0,SABE
2019-05-07,17.0,13.8,SABE
2019-05-06,19.3,14.1,SABE
2019-05-05,20.2,17.5,SABE
2019-05-04,21.5,17.0,SABE
2019-05-03,26.5,17.7,SABE
2019-05-02,24.2,14.6,SABE
2019-05-01,19.7,13.5,SABE
2019-04-30,18.9,14.0,SABE
2019-04-29,23.8,14.0,SABE
2019-04-28,22.8,16.2,SABE
2019-04-27,20.0,16.0,SABE
2019-04-26,19.2,16.4,SABE
2019-04-25,20.5,17.6,SABE
2019-04-24,19.3,15.0,SABE
2019-04-23,18.0,14.5,SABE
2019-04-22,19.4,14.6,SABE
2019-04-21,19.4,13.5,SABE
2019-04-20,24.4,15.2,SABE
2019-04-19,28.0,17.8,SABE
2019-04-18,24.0,17.0,SABE
2019-04-17,23.4,15.8,SABE
2019-04-16,21.0,15.0,SABE
2019-04-15,22.2,17.0,SABE
2019-04-14,25.4,18.0,SABE
2019-04-13,23.6,14.7,SABE
2019-04-12,20.0,12.5,SABE
2019-04-11,23.9,14.3,SABE
2019-04-10,25.5,19.4,SABE
2019-04-09,26.2,20.0,SABE
2019-04-08,24.4,16.2,SABE
2019-04-07,23.5,13.5,SABE
2019-04-06,20.7,13.9,SABE
2019-04-05,22.0,14.0,SABE
2019-04-04,28.7,18.1,SABE
2019-04-03,29.2,17.5,SABE
2019-04-02,32.4,21.8,SABE
2019-04-01,24.0,21.0,SABE
2019-03-31,27.2,21.2,SABE
2019-03-30,27.6,20.5,SABE
2019-03-29,25.0,19.7,SABE
2019-03-28,23.5,18.2,SABE
2019-03-27,21.1,15.5,SABE
2019-03-26,21.5,13.5,SABE
2019-03-25,20.7,11.5,SABE
2019-03-24,21.4,17.0,SABE
2019-03-23,24.5,17.0,SABE
2019-03-22,21.5,16.8,SABE
2019-03-21,19.4,13.0,SABE
2019-03-20,21.2,13.8,SABE
2019-03-19,25.9,16.6,SABE
2019-03-18,30.1,20.8,SABE
2019-03-17,25.6,22.0,SABE
2019-03-16,25.5,21.8,SABE
2019-03-15,24.5,20.2,SABE
2019-03-14,26.6,16.5,SABE
2019-03-13,24.5,17.2,SABE
2019-03-12,22.8,19.0,SABE
2019-03-11,23.2,18.5,SABE
2019-03-10,22.5,17.5,SABE
2019-03-09,21.4,12.7,SABE
2019-03-08,23.0,17.2,SABE
2019-03-07,30.5,20.3,SABE
2019-03-06,29.8,22.0,SABE
2019-03-05,25.8,20.0,SABE
2019-03-04,25.6,19.5,SABE
2019-03-03,25.6,19.7,SABE
2019-03-02,28.0,18.0,SABE
2019-03-01,29.9,19.4,SABE
2019-02-28,22.5,16.5,SABE
2019-02-27,26.8,14.8,SABE
2019-02-26,22.0,13.5,SABE
2019-02-25,22.5,15.0,SABE
2019-02-24,24.0,19.0,SABE
2019-02-23,28.2,23.2,SABE
2019-02-22,29.0,27.0,SABE
2019-02-21,31.6,24.5,SABE
2019-02-20,35.0,26.0,SABE
2019-02-19,35.5,24.5,SABE
2019-02-18,31.6,23.2,SABE
2019-02-17,28.5,23.0,SABE
2019-02-16,27.5,19.1,SABE
2019-02-15,26.6,18.3,SABE
2019-02-14,25.9,17.5,SABE
2019-02-13,22.5,16.6,SABE
2019-02-12,22.8,13.7,SABE
2019-02-11,29.5,18.7,SABE
2019-02-10,32.2,24.2,SABE
2019-02-09,34.5,23.6,SABE
2019-02-08,31.2,25.2,SABE
2019-02-07,29.6,23.0,SABE
2019-02-06,28.0,22.6,SABE
2019-02-05,25.5,19.8,SABE
2019-02-04,24.0,20.0,SABE
2019-02-03,24.2,15.0,SABE
2019-02-02,28.2,20.8,SABE
2019-02-01,32.0,25.0,SABE
2019-01-31,29.1,20.0,SABE
2019-01-30,31.6,22.2,SABE
2019-01-29,34.2,26.3,SABE
2019-01-28,34.5,26.0,SABE
2019-01-27,29.1,24.7,SABE
2019-01-26,29.6,23.5,SABE
2019-01-25,28.3,22.4,SABE
2019-01-24,30.4,23.3,SABE
2019-01-23,28.5,23.0,SABE
2019-01-22,31.0,23.5,SABE
2019-01-21,28.3,21.0,SABE
2019-01-20,24.6,20.0,SABE
2019-01-19,24.0,17.5,SABE
2019-01-18,22.8,13.5,SABE
2019-01-17,26.1,18.6,SABE
2019-01-16,28.8,19.7,SABE
2019-01-15,26.0,20.2,SABE
2019-01-14,27.0,21.0,SABE
2019-01-13,25.6,21.2,SABE
2019-01-12,27.0,21.0,SABE
2019-01-11,23.4,15.0,SABE
2019-01-10,26.0,18.6,SABE
2019-01-09,30.3,22.3,SABE
2019-01-08,31.0,22.0,SABE
2019-01-07,28.6,22.2,SABE
2019-01-06,28.5,21.2,SABE
2019-01-05,29.0,23.2,SABE
2019-01-04,27.6,19.2,SABE
2019-01-03,25.5,18.0,SABE
2019-01-02,30.1,24.1,SABE
2019-01-01,31.0,23.1,SABE
2018-12-31,26.0,20.7,SABE
2018-12-30,28.7,18.9,SABE
2018-12-29,28.6,20.8,SABE
2018-12-28,29.0,24.8,SABE
2018-12-27,31.6,24.5,SABE
2018-12-26,29.5,24.0,SABE
2018-12-25,29.3,23.2,SABE
2018-12-24,29.2,23.0,SABE
2018-12-23,28.9,21.5,SABE
2018-12-22,26.5,18.5,SABE
2018-12-21,28.0,20.9,SABE
2018-12-20,26.3,18.7,SABE
2018-12-19,24.9,18.7,SABE
2018-12-18,22.6,15.5,SABE
2018-12-17,27.1,19.0,SABE
2018-12-16,30.2,20.5,SABE
2018-12-15,26.3,16.0,SABE
2018-12-14,25.6,16.3,SABE
2018-12-13,23.4,16.0,SABE
2018-12-12,27.3,20.0,SABE
2018-12-11,25.5,20.0,SABE
2018-12-10,27.3,16.5,SABE
2018-12-09,27.4,19.0,SABE
2018-12-08,26.2,16.4,SABE
2018-12-07,21.2,13.0,SABE
2018-12-06,20.0,13.4,SABE
2018-12-05,21.7,15.4,SABE
2018-12-04,24.7,14.7,SABE
2018-12-03,28.2,14.6,SABE
2018-12-02,19.8,10.5,SABE
2018-12-01,21.5,14.8,SABE
2018-11-30,24.0,19.0,SABE
2018-11-29,23.1,18.2,SABE
2018-11-28,22.4,19.0,SABE
2018-11-27,23.8,20.7,SABE
2018-11-26,25.2,21.0,SABE
2018-11-25,22.6,14.5,SABE
2018-11-24,24.1,14.4,SABE
2018-11-23,21.0,13.5,SABE
2018-11-22,29.0,17.5,SABE
2018-11-21,30.4,20.3,SABE
2018-11-20,28.4,18.1,SABE
2018-11-19,26.2,16.0,SABE
2018-11-18,25.0,15.0,SABE
2018-11-17,23.5,18.3,SABE
2019-11-16,31.5,16.5,SAZA
2019-11-15,30.9,9.1,SAZA
2019-11-14,28.5,13.4,SAZA
2019-11-13,27.6,14.9,SAZA
2019-11-12,23.3,15.1,SAZA
2019-11-11,24.7,11.5,SAZA
2019-11-10,25.1,5.0,SAZA
2019-11-09,23.6,9.5,SAZA
2019-11-08,19.4,4.5,SAZA
2019-11-07,24.6,13.6,SAZA
2019-11-06,28.6,7.6,SAZA
2019-11-05,24.3,2.8,SAZA
2019-11-04,24.4,12.9,SAZA
2019-11-03,23.3,4.2,SAZA
2019-11-02,23.4,11.6,SAZA
2019-11-01,21.2,9.5,SAZA
2019-10-31,22.1,3.5,SAZA
2019-10-30,23.6,9.9,SAZA
2019-10-29,23.0,4.1,SAZA
2019-10-28,18.5,9.5,SAZA
2019-10-27,26.0,7.5,SAZA
2019-10-26,25.6,9.8,SAZA
2019-10-25,28.2,8.6,SAZA
2019-10-24,24.8,2.4,SAZA
2019-10-23,16.4,5.7,SAZA
2019-10-22,18.7,4.0,SAZA
2019-10-21,18.6,10.4,SAZA
2019-10-20,17.7,8.2,SAZA
2019-10-19,24.8,4.6,SAZA
2019-10-18,22.0,8.5,SAZA
2019-10-17,17.6,12.1,SAZA
2019-10-16,18.2,7.9,SAZA
2019-10-15,12.5,4.2,SAZA
2019-10-14,14.8,1.9,SAZA
2019-10-13,17.5,6.0,SAZA
2019-10-12,19.0,8.8,SAZA
2019-10-11,26.2,11.6,SAZA
2019-10-10,27.7,2.6,SAZA
2019-10-09,25.3,2.4,SAZA
2019-10-08,22.7,2.0,SAZA
2019-10-07,22.3,10.6,SAZA
2019-10-06,21.7,0.9,SAZA
2019-10-05,21.2,0.9,SAZA
2019-10-04,14.5,5.0,SAZA
2019-10-03,14.8,-2.4,SAZA
2019-10-02,17.1,4.0,SAZA
2019-10-01,19.5,6.7,SAZA
2019-09-30,22.6,12.6,SAZA
2019-09-29,28.6,5.0,SAZA
2019-09-28,23.9,9.2,SAZA
2019-09-27,19.6,5.0,SAZA
2019-09-26,25.5,4.5,SAZA
2019-09-25,25.2,7.5,SAZA
2019-09-24,26.8,3.6,SAZA
2019-09-23,21.8,5.5,SAZA
2019-09-22,19.2,-4.5,SAZA
2019-09-21,18.5,2.9,SAZA
2019-09-20,17.8,0.0,SAZA
2019-09-19,14.2,6.3,SAZA
2019-09-18,20.2,1.0,SAZA
2019-09-17,22.0,2.0,SAZA
2019-09-16,16.1,3.4,SAZA
2019-09-15,17.1,4.5,SAZA
2019-09-14,20.6,6.6,SAZA
2019-09-13,17.0,3.5,SAZA
2019-09-12,19.9,-2.8,SAZA
2019-09-11,15.2,3.1,SAZA
2019-09-10,17.7,3.7,SAZA
2019-09-09,13.9,7.5,SAZA
2019-09-08,19.5,5.5,SAZA
2019-09-07,17.4,6.2,SAZA
2019-09-06,13.7,3.5,SAZA
2019-09-05,10.4,-5.2,SAZA
2019-09-04,10.6,-1.6,SAZA
2019-09-03,13.4,-2.8,SAZA
2019-09-02,10.9,-5.0,SAZA
2019-09-01,11.8,2.6,SAZA
2019-08-31,17.1,-1.5,SAZA
2019-08-30,17.8,-2.2,SAZA
2019-08-29,21.7,8.0,SAZA
2019-08-28,25.2,15.0,SAZA
2019-08-27,22.5,8.5,SAZA
2019-08-26,20.5,3.0,SAZA
2019-08-25,19.0,1.0,SAZA
2019-08-24,18.2,2.9,SAZA
2019-08-23,19.4,1.5,SAZA
2019-08-22,16.7,4.2,SAZA
2019-08-21,11.5,1.0,SAZA
2019-08-20,10.2,0.8,SAZA
2019-08-19,7.5,-1.5,SAZA
2019-08-18,10.6,2.4,SAZA
2019-08-17,17.0,0.2,SAZA
2019-08-16,18.0,-0.2,SAZA
2019-08-15,15.1,-2.4,SAZA
2019-08-14,10.6,-7.0,SAZA
2019-08-13,9.3,-0.7,SAZA
2019-08-12,11.2,2.0,SAZA
2019-08-11,17.6,1.5,SAZA
2019-08-10,17.7,-3.4,SAZA
2019-08-09,12.5,-2.5,SAZA
2019-08-08,13.0,-1.7,SAZA
2019-08-07,16.6,-2.6,SAZA
2019-08-06,17.9,4.2,SAZA
2019-08-05,18.3,3.1,SAZA
2019-08-04,17.7,1.6,SAZA
2019-08-03,15.8,-1.6,SAZA
2019-08-02,13.2,1.6,SAZA
2019-08-01,13.5,5.0,SAZA
2019-07-31,15.4,5.0,SAZA
2019-07-30,18.6,3.4,SAZA
2019-07-29,12.6,7.7,SAZA
2019-07-28,12.5,1.0,SAZA
2019-07-27,14.6,0.2,SAZA
2019-07-26,14.5,5.7,SAZA
2019-07-25,11.1,-2.4,SAZA
2019-07-24,14.0,-1.0,SAZA
2019-07-23,12.2,-2.2,SAZA
2019-07-22,13.5,2.5,SAZA
2019-07-21,17.1,9.8,SAZA
2019-07-20,15.2,4.5,SAZA
2019-07-19,16.2,-3.3,SAZA
2019-07-18,17.7,6.6,SAZA
2019-07-17,14.9,5.0,SAZA
2019-07-16,15.0,-2.8,SAZA
2019-07-15,14.5,-2.5,SAZA
2019-07-14,13.0,-3.0,SAZA
2019-07-13,13.6,0.9,SAZA
2019-07-12,14.0,2.2,SAZA
2019-07-11,15.4,2.0,SAZA
2019-07-10,16.8,1.2,SAZA
2019-07-09,16.5,4.9,SAZA
2019-07-08,13.5,-1.8,SAZA
2019-07-07,11.8,-3.0,SAZA
2019-07-06,11.0,-6.0,SAZA
2019-07-05,8.5,-1.6,SAZA
2019-07-04,7.9,-1.2,SAZA
2019-07-03,9.6,1.3,SAZA
2019-07-02,13.1,5.2,SAZA
2019-07-01,11.5,-3.0,SAZA
2019-06-30,10.4,2.0,SAZA
2019-06-29,9.7,7.1,SAZA
2019-06-28,15.3,2.8,SAZA
2019-06-27,12.9,3.0,SAZA
2019-06-26,10.7,-0.4,SAZA
2019-06-25,10.3,2.7,SAZA
2019-06-24,14.2,5.6,SAZA
2019-06-23,15.8,7.2,SAZA
2019-06-22,16.0,4.7,SAZA
2019-06-21,13.5,4.4,SAZA
2019-06-20,14.1,1.0,SAZA
2019-06-19,14.4,8.4,SAZA
2019-06-18,12.0,8.3,SAZA
2019-06-17,15.5,11.2,SAZA
2019-06-16,14.0,7.2,SAZA
2019-06-15,12.9,5.4,SAZA
2019-06-14,14.0,7.2,SAZA
2019-06-13,13.5,10.8,SAZA
2019-06-12,16.0,9.8,SAZA
2019-06-11,12.9,0.9,SAZA
2019-06-10,18.8,5.4,SAZA
2019-06-09,19.5,4.2,SAZA
2019-06-08,18.5,3.6,SAZA
2019-06-07,14.6,5.0,SAZA
2019-06-06,16.5,10.2,SAZA
2019-06-05,15.4,9.1,SAZA
2019-06-04,18.0,6.2,SAZA
2019-06-03,19.0,1.0,SAZA
2019-06-02,17.9,0.7,SAZA
2019-06-01,15.5,5.9,SAZA
2019-05-31,14.4,5.5,SAZA
2019-05-30,10.6,5.0,SAZA
2019-05-29,12.0,1.0,SAZA
2019-05-28,19.0,1.2,SAZA
2019-05-27,16.4,3.4,SAZA
2019-05-26,14.6,7.5,SAZA
2019-05-25,17.6,3.5,SAZA
2019-05-24,19.2,0.6,SAZA
2019-05-23,16.6,0.5,SAZA
2019-05-22,14.4,1.0,SAZA
2019-05-21,12.5,6.4,SAZA
2019-05-20,15.2,2.4,SAZA
2019-05-19,16.5,1.0,SAZA
2019-05-18,17.6,10.1,SAZA
2019-05-17,21.9,12.6,SAZA
2019-05-16,20.5,3.3,SAZA
2019-05-15,18.3,0.4,SAZA
2019-05-14,14.5,0.5,SAZA
2019-05-13,20.3,7.5,SAZA
2019-05-12,24.1,6.6,SAZA
2019-05-11,19.0,5.7,SAZA
2019-05-10,16.1,11.9,SAZA
2019-05-09,15.2,8.7,SAZA
2019-05-08,19.6,9.5,SAZA
2019-05-07,14.5,0.5,SAZA
2019-05-06,19.3,6.5,SAZA
2019-05-05,25.2,12.2,SAZA
2019-05-04,21.3,6.7,SAZA
2019-05-03,22.4,11.2,SAZA
2019-05-02,22.3,12.0,SAZA
2019-05-01,18.6,4.6,SAZA
2019-04-30,18.4,0.0,SAZA
2019-04-29,19.0,10.6,SAZA
2019-04-28,23.0,10.2,SAZA
2019-04-27,18.7,12.0,SAZA
2019-04-26,18.5,10.2,SAZA
2019-04-25,19.1,9.2,SAZA
2019-04-24,20.1,1.5,SAZA
2019-04-23,19.9,3.5,SAZA
2019-04-22,21.6,2.0,SAZA
2019-04-21,22.2,3.0,SAZA
2019-04-20,19.9,7.0,SAZA
2019-04-19,27.2,11.7,SAZA
2019-04-18,25.1,9.0,SAZA
2019-04-17,23.0,8.8,SAZA
2019-04-16,21.0,1.6,SAZA
2019-04-15,19.3,9.0,SAZA
2019-04-14,22.3,11.0,SAZA
2019-04-13,24.9,6.3,SAZA
2019-04-12,20.2,3.0,SAZA
2019-04-11,19.6,7.4,SAZA
2019-04-10,26.3,10.5,SAZA
2019-04-09,26.1,13.0,SAZA
2019-04-08,26.7,7.4,SAZA
2019-04-07,26.6,6.0,SAZA
2019-04-06,22.7,4.5,SAZA
2019-04-05,19.9,7.9,SAZA
2019-04-04,18.4,9.4,SAZA
2019-04-03,23.2,6.2,SAZA
2019-04-02,29.4,16.0,SAZA
2019-04-01,28.9,12.9,SAZA
2019-03-31,29.5,12.5,SAZA
2019-03-30,29.8,11.7,SAZA
2019-03-29,25.1,14.0,SAZA
2019-03-28,22.5,10.9,SAZA
2019-03-27,21.1,4.6,SAZA
2019-03-26,20.2,4.5,SAZA
2019-03-25,18.0,5.1,SAZA
2019-03-24,19.5,9.9,SAZA
2019-03-23,24.8,10.7,SAZA
2019-03-22,21.3,9.5,SAZA
2019-03-21,18.6,2.6,SAZA
2019-03-20,18.6,5.4,SAZA
2019-03-19,19.6,10.7,SAZA
2019-03-18,25.5,14.0,SAZA
2019-03-17,27.2,17.7,SAZA
2019-03-16,24.1,17.4,SAZA
2019-03-15,24.6,16.6,SAZA
2019-03-14,24.2,9.5,SAZA
2019-03-13,21.6,13.0,SAZA
2019-03-12,23.3,13.5,SAZA
2019-03-11,24.1,6.5,SAZA
2019-03-10,22.4,5.8,SAZA
2019-03-09,20.3,4.0,SAZA
2019-03-08,19.6,11.0,SAZA
2019-03-07,30.1,18.2,SAZA
2019-03-06,28.5,19.0,SAZA
2019-03-05,28.9,11.0,SAZA
2019-03-04,26.5,14.5,SAZA
2019-03-03,25.8,9.3,SAZA
2019-03-02,24.1,11.5,SAZA
2019-03-01,29.4,14.1,SAZA
2019-02-28,24.8,4.0,SAZA
2019-02-27,25.6,6.5,SAZA
2019-02-26,21.7,2.9,SAZA
2019-02-25,18.4,7.9,SAZA
2019-02-24,21.6,8.9,SAZA
2019-02-23,25.8,14.9,SAZA
2019-02-22,29.5,18.6,SAZA
2019-02-21,28.0,18.0,SAZA
2019-02-20,34.9,13.4,SAZA
2019-02-19,34.2,17.8,SAZA
2019-02-18,32.7,18.5,SAZA
2019-02-17,31.3,14.7,SAZA
2019-02-16,31.6,14.5,SAZA
2019-02-15,31.3,12.2,SAZA
2019-02-14,26.6,14.0,SAZA
2019-02-13,24.6,5.3,SAZA
2019-02-12,22.2,7.5,SAZA
2019-02-11,22.7,12.4,SAZA
2019-02-10,32.0,18.1,SAZA
2019-02-09,32.7,14.2,SAZA
2019-02-08,27.1,16.5,SAZA
2019-02-07,29.8,16.1,SAZA
2019-02-06,28.2,15.6,SAZA
2019-02-05,27.6,11.7,SAZA
2019-02-04,26.1,8.5,SAZA
2019-02-03,23.7,6.7,SAZA
2019-02-02,23.2,11.5,SAZA
2019-02-01,31.0,18.3,SAZA
2019-01-31,27.7,10.2,SAZA
2019-01-30,31.5,20.5,SAZA
2019-01-29,34.8,25.2,SAZA
2019-01-28,33.2,22.5,SAZA
2019-01-27,28.4,17.4,SAZA
2019-01-26,26.7,17.5,SAZA
2019-01-25,26.5,18.8,SAZA
2019-01-24,30.6,14.4,SAZA
2019-01-23,27.3,12.7,SAZA
2019-01-22,33.1,15.5,SAZA
2019-01-21,29.2,15.9,SAZA
2019-01-20,26.5,13.9,SAZA
2019-01-19,25.1,9.5,SAZA
2019-01-18,22.8,9.5,SAZA
2019-01-17,22.6,14.2,SAZA
2019-01-16,31.1,15.0,SAZA
2019-01-15,27.6,15.6,SAZA
2019-01-14,27.0,14.7,SAZA
2019-01-13,25.6,15.5,SAZA
2019-01-12,28.6,13.2,SAZA
2019-01-11,24.0,6.5,SAZA
2019-01-10,17.4,11.5,SAZA
2019-01-09,23.8,14.6,SAZA
2019-01-08,29.5,15.6,SAZA
2019-01-07,30.3,16.4,SAZA
2019-01-06,29.4,18.6,SAZA
2019-01-05,29.5,16.1,SAZA
2019-01-04,28.6,12.0,SAZA
2019-01-03,24.1,9.2,SAZA
2019-01-02,27.5,19.2,SAZA
2019-01-01,26.3,16.6,SAZA
2018-12-31,26.3,11.6,SAZA
2018-12-30,26.3,14.5,SAZA
2018-12-29,29.0,12.9,SAZA
2018-12-28,31.1,13.1,SAZA
2018-12-27,32.2,20.0,SAZA
2018-12-26,31.7,15.5,SAZA
2018-12-25,31.4,19.0,SAZA
2018-12-24,33.2,18.8,SAZA
2018-12-23,32.6,17.5,SAZA
2018-12-22,30.2,10.9,SAZA
2018-12-21,25.0,16.6,SAZA
2018-12-20,23.9,17.9,SAZA
2018-12-19,25.1,12.4,SAZA
2018-12-18,22.3,4.5,SAZA
2018-12-17,25.6,14.1,SAZA
2018-12-16,31.0,14.6,SAZA
2018-12-15,27.9,10.2,SAZA
2018-12-14,25.2,13.6,SAZA
2018-12-13,23.2,13.1,SAZA
2018-12-12,29.0,11.1,SAZA
2018-12-11,28.3,17.4,SAZA
2018-12-10,31.0,12.0,SAZA
2018-12-09,25.2,16.5,SAZA
2018-12-08,27.5,11.5,SAZA
2018-12-07,23.8,4.8,SAZA
2018-12-06,21.0,6.9,SAZA
2018-12-05,23.4,7.2,SAZA
2018-12-04,24.0,6.1,SAZA
2018-12-03,27.4,11.5,SAZA
2018-12-02,21.5,4.0,SAZA
